,X,Y,OBJECTID,LICENSEE,LICENSE_NUM,DBA,OTP_CA10,ADDRESS,CITY,STATE,PROGRAM_ZIP,PHONE_NUMBER,TOTAL_SLOTS,OPERATING_HOURS,DISPENSING_HOURS,WEEKEND_HOURS,WEEKEND_DISPENSING_HOURS,PROGRAM_DIRECTOR,MEDICAL_DIRECTOR,LATITUDE,LONGITUDE,COUNTYNAME
142,-121.2927705,37.9635660000001,143,"MedMark Treatment Centers - Stockton, Inc.", 39-07 ,,349M,"1107 - 1111 N. El Dorado Street & 33 E. Magnolia Street # 3, 5",Stockton,CA,95202,(209) 938-0228,810,5:00am - 1:30pm,5:00am - 1:00pm,7:00am - 11:00am,7:00am - 11:00am,Terese Penn,"Gilbert Greene, D.O.",37.963566,-121.2927705,San Joaquin County
143,-121.2899535,37.971864,144,"Aegis Treatment Centers, LLC", 39-11 ,Healthy Connections,348M,"1947 North California Street, Suite B and C",Stockton,CA,95204,(209) 463-0870,425,5:00am - 1:30pm,5:00am - 1:00pm,7:00am - 12:00pm; Closed Sunday,7:00am - 11:00am; Closed Sunday,Robert Mosqueda,"Robert Hamilton, M.D.",37.971864,-121.2899535,San Joaquin County
144,-121.321512,38.029122,145,"Aegis Treatment Centers, LLC", 39-09 ,,290M,"8626 Lower Sacramento Road, Suite 41",Stockton,CA,95210,(209) 478-2487,260,5:00am - 1:30pm,9:00am - 12:30 pm,7:00am - 11:00am,7:00am - 11:00am,Carla Kennedy,"Robert Hamilton, M.D.",38.029122,-121.321512,San Joaquin County
145,-121.4327565,37.744263,146,"Aegis Treatment Centers, LLC",39-14MU1,Healthy Connections,380M,"1450 Bessie Avenue, Suite B",Tracy,CA,95376,(209) 597-3090,100,6:00am - 11:00am,6:00am - 11:00am ,6:00am - 11:00am,6:00am - 11:00am,Moises Alcantara,"Michelle Rowe, D.O.",37.7442661851232,-121.43302229015,San Joaquin County
146,-121.2889995,38.1275820000001,147,"Aegis Treatment Centers, LLC", 39-13 ,Healthy Connections,374M,"541 S. Ham Lane, Suites A & B",Lodi,CA,95242,(209) 224-8940,350,5:00am - 6:30pm,5:00am-9:00am; 9:30am-1:30pm; 2:00pm-6:00pm,7:00am - 12:00pm,7:00am - 12:00pm,Michael Coronel,"Brian Talleur, M.D.",38.127582,-121.2889995,San Joaquin County
147,-120.6659205,35.4836520000001,148,"Aegis Treatment Centers, LLC", 40-02 ,,253M,"6500 Morro Road, Suites C & D",Atascadero,CA,93422,(805) 461-5212,325,6:00am-7:30pm; Friday 6:00am-2:30pm ,6:00am-10:00am; 11:00am - 1:30pm; Mon - Thurs 3:00pm - 7:00pm,7:00am - 11:00am,7:00am - 11:00am,Anna Murray,"Kristopher D. Howalt, M.D.",35.483591231202,-120.66561229742,San Luis Obispo County
148,-122.15871,37.4683410000001,149,"Addiction Research and Treatment, Inc.", 41-05 ,BAART Programs San Mateo,330M,"795 Willow Road, Building 332",Menlo Park,CA,94025,(650) 324-1470,600,6:00am - 2:30pm,6:00am - 1:30pm,7:00am - 10:30am,7:00am - 10:00am,Barbara Madeiros,"Nathaniel Lepp, M.D.",37.468341,-122.15871,San Mateo County
149,-120.43503,34.956783,150,"Aegis Treatment Centers, LLC", 42-07 ,,126M,115 East Fesler Street,Santa Maria,CA,93454,(805) 922-6597,570,6:00am-7:30pm; Friday 6:00am-2:30pm ,6:00am-10:00am; 11:00am - 1:30pm; 2:30pm - 7:00pm; Friday 6:00am - 1:30pm,6:00am - 2:30pm,6:00am - 10:00am; 11:00am - 1:30pm,Jeffrey Curtis,"Kristopher D. Howalt, M.D.",34.9564904715792,-120.43503,Santa Barbara County
150,-121.9380975,37.3131720000001,151,Santa Clara County Department of Alcohol and Drug Services, 43-01 ,,070M,2425 Enborg Lane,San Jose,CA,95128,(408) 885-5400,650,6:00am - 4:00pm,6:00am - 12:30pm,,7:00am - 11:00am,"Mira Parwiz, MPA","Ali Alkoraishi, M.D.",37.313172,-121.9380975,Santa Clara County
151,-122.15871,37.4683410000001,152,"BAART Behavioral Health Services, Inc.", 41-06 ,BAART Programs San Mateo,330M,"795 Willow Road, Building 332",Menlo Park,CA,94025,(650) 324-1470,100,6:00am - 2:30pm,6:00am - 1:30pm,7:00am - 10:30am,7:00am - 10:00am,Barbara Madeiros,"Nathaniel Lepp, M.D.",37.468341,-122.15871,San Mateo County
152,-121.906278,37.351593,153,Santa Clara County, 43-01M ,,188M,150 West Hedding Street,San Jose,CA,95110,(408) 885-5400,30,24 hours/day,24 hours/day,24 hours/day,24 hours/day,"Mira Parwiz, MPA","Ali Alkoraishi, M.D.",37.3518847740495,-121.906423845115,Santa Clara County
153,-121.605484143,37.0739427610001,154,Santa Clara County Department of Alcohol and Drug Services, 43-05 ,South County Clinic,072M,90 Highland Avenue,San Martin,CA,95046,(408) 852-2420,150,6:00am - 2:30pm,6:00am - 11:00am ,,7:00am - 9:00am,"Mira Parwiz, MPA","Ali Alkoraishi, M.D.",37.0739427610108,-121.605484142893,Santa Clara County
154,-121.2299685,37.799451,155,"Aegis Treatment Centers, LLC", 39-14 ,Healthy Connections,380M,"955 W. Center Street Suites 1, 12A, 12B & 14",Manteca,CA,95337,(209) 239-9600,415,5:00am - 1:30pm,5:00am - 1:00pm,8:00am - 11:00am; Closed Sunday,8:00am - 11:00am; Closed Sunday,Moises Alcantara,"Michelle Rowe, D.O.",37.7991713797101,-121.229973612961,San Joaquin County
155,-122.01669,36.9918900000001,156,Janus of Santa Cruz, 44-05 ,Janus Community Clinic,350M,"1000-A, 1010-C Emeline Avenue",Santa Cruz,CA,95060,(831) 425-0112,545,5:30am - 2:00pm,5:30am - 12:30 pm,6:30am - 11:00am,6:30am - 11:00am,Amanda Engeldrum Magana,"William Morris, M.D.",36.9915277341448,-122.017646291333,Santa Cruz County
156,-121.7709135,36.918684,157,Janus of Santa Cruz, 44-06 ,Janus South County,375M,"284 Pennsylvania Drive, Suite 1 & 2",Watsonville,CA,95076,(831) 319-4200,230,5:00am - 1:00pm,5:00am - 10:00am,6:00am - 9:30am,6:00am - 9:00am,Amanda Engeldrum Magana,"Willian Morris, M.D.",36.9184607899185,-121.771397219632,Santa Cruz County
157,-119.7607005,34.439742,158,"Aegis Treatment Centers, LLC", 42-08 ,,311M,"4129 State Street, Suites B, D, E, & F",Santa Barbara,CA,93110,(805) 964-4795,380,6:00am - 2:30pm,6:00am - 10:00am; 11:00am - 1:30pm,6:00am - 9:00am; Closed Sunday,6:00am - 9:00am; Closed Sunday,Kristin Crosby,"Sarah Nasir, D.O.",34.4404744945183,-119.7607005,Santa Barbara County
158,-122.048289,38.2479300000001,159,"MedMark Treatment Centers - Fairfield, Inc.", 48-03 ,MedMark Treatment Centers Fairfield,334M,1143 Missouri Street,Fairfield,CA,94533,(707) 435-9911,500,5:00am - 1:30pm,5:00am - 10:30am; 11:00am - 1:00pm,7:00am - 10:30am,7:00am - 10:30am,Rajwant Kaur,"Christine Kinnevey, M.D.",38.24793,-122.048289,Solano County
159,-121.848336,37.3596930000001,160,Santa Clara County Department of Alcohol and Drug Services, 43-07 ,Alexian Health Clinic,369M,"2101 Alexian Drive, Suites A & B",San Jose,CA,95116,(408) 885-5400,250,6:00am - 2:30pm,6:00am - 12:30pm ,,7:00am - 9:00am,"Mira Parwiz, MPA","Ali Alkoraishi, M.D.",37.359397202637,-121.848122010012,Santa Clara County
160,-122.7245175,38.4636870000001,161,Drug Abuse Alternatives Center, 49-03 ,Redwood Empire Addiction Program,278M,"2403 Professional Drive, Suite 103",Santa Rosa,CA,95403,(707) 526-2999,200,6:00am - 2:30pm,6:00am - 10:00am ,6:0am - 2:30pm,7:00am - 10:00am,Susan Hertel,"Russell Sandberg, M.D.",38.463687,-122.7245175,Sonoma County
161,-122.724333,38.4604830000001,162,"Santa Rosa Treatment Program, Inc.", 49-02 ,,228M,625 Steele Lane,Santa Rosa,CA,95403,(707) 576-0818,450,6:00am - 2:00pm,6:00am - 11:00am,7:00am - 11:00am,7:00am - 10:00am,Lee Tillman,"Daniel S. Calder, M.D.",38.460483,-122.724333,Sonoma County
162,-120.9822345,37.646019,163,Stanislaus County, 50-01 ,Genesis Narcotic Treatment Program,086M,"800 Scenic Drive, Building 4",Modesto,CA,95350,(209) 525-6146,260,6:30am - 3:00pm; Fri 6:30am-12:30pm,6:30am - 10:30am,8:00am - 10:45am,8:00am - 10:45am,Tabitha Sprague,"James Kraus, M.D.",37.6472045363849,-120.9822345,Stanislaus County
163,-122.3503695,40.5630090000001,164,"Aegis Treatment Centers, LLC ", 45-01 ,,401M,"1133, 1141, 1145, 1147, & 1137 Hartnell Ave, Suites D & E",Redding,CA,96002,(530) 222-7213,625,5:00am - 1:30pm,5:00am - 12:30 pm,6:00am - 10:00am,6:00am - 10:00am,William Napp,"Michael Waring, M.D.",40.563009,-122.3503695,Shasta County
164,-122.249754,38.124855,165,"Successful Alternatives For Addiction & Counseling Services, Inc.", 48-04 ,MedMark Treatment Centers - Vallejo,337M,"1628 N. Broadway Street, Suites A & B",Vallejo,CA,94590,(707) 649-8300,380,5:00am - 1:30pm,5am - 9:00am; 9:30am - 1:00pm,7:00am - 10:30am,7:00am - 10:30am,Gabrielle Bodin,"Christine Kinnevey, M.D.",38.1247357255178,-122.250000511772,Solano County
165,-121.588209,39.1376070000001,166,"Aegis Treatment Centers, LLC", 51-05 ,,289M,"201 D Street, Suite G",Marysville,CA,95901,(530) 742-7747,480,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,7:00am - 9:00am,7:00am - 9:00am,Vida Reischner,"Michael Waring, M.D.",39.1375817704714,-121.588564057418,Yuba County
166,-120.938193,37.605087,167,"Aegis Treatment Centers, LLC", 50-04,,408M,"1768 Mitchell Road, Suite 301",Ceres,CA,95307,(209)353-4838,300,5:30am - 2:00pm,5:30am - 1:30pm,7:00am - 11:00am,7:00am - 11:00am,Dyana Inthavong,"Robert Southmayd, M.D.",37.605087,-120.93871150453,Stanislaus County
167,-121.046391,39.2289030000001,168,"Aegis Treatment Centers, LLC", 51-05MU1 ,,289M,109 Margaret Lane,Grass Valley,CA,95945,(530) 863-8798,155,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,7:00am - 9:00am,7:00am - 9:00am,Vida Reischner,"Michael Waring, M.D.",39.2290427263259,-121.046134932858,Nevada County
168,-119.34072,36.196308,169,Kings View, 54-01 ,,097M,559 East Bardsley Avenue,Tulare,CA,93274,(559) 688-7531,230,5:30am - 2:00pm,5:30 am - 9:50am; 10:30am - 1:00pm ,,7:00am - 10:0am,Cindy Gonzales,"Harish Shah, M.D.",36.1965705212074,-119.34072,Tulare County
169,-121.561523317,39.127422885,170,"American Addiction Treatment Services, Inc.", 51-04 ,,338M,1496-1498 North Beale Road,Marysville,CA,95901,(530) 749-8640,500,5:00am - 1:30pm,5:00am - 1:00pm,6:00am - 9:00am,6:00am - 9:00am,Douglas Hill,"Catherine Sanders & Michael Yadegari, M.D.",39.1274228848178,-121.561523317138,Yuba County
170,-120.9942585,37.661481,171,"Aegis Treatment Centers, LLC", 50-03 ,,299M,"1235 McHenry Avenue, Suites A & B",Modesto,CA,95350,(209) 527-4597,1000,5:30 - 7:00pm,5:30am - 6:00pm,7:00am - 11:00am; Closed Sunday,7:00am - 11:00am; Closed Sunday,Vanessa Brown,"Robert Southmayd, M.D.",37.6614876217035,-120.993917188903,Stanislaus County
171,-119.2913145,36.315774,172,BAART Behavioral Health Services, 54-02 ,BAART Programs Visalia,344M,1646 South Court Street,Visalia,CA,93277,(559) 625-8890,1000,5:30am - 2:00pm,5:30am - 1:30 pm,6:00am - 10:00am,6:00am - 10:00am,Kimberly Andersen,"Kyle Moore, M.D.",36.315774,-119.2913145,Tulare County
172,-119.2913145,36.315774,173,"BAART Behavioral Health Services, Inc.", 54-02D ,BAART Programs Visalia,344M,1646 South Court Street,Visalia,CA,93277,(559) 625-8890,75,5:30am - 2pm,5:30am - 1:30 pm,6:00am - 10:00am,6:00am - 10:00am,Kimberly Andersen,"Kyle Moore, M.D.",36.315774,-119.2913145,Tulare County
173,-119.0146005,36.0686610000001,174,"Addiction Research and Treatment, Inc.", 54-03 ,BAART Programs Porterville,388M,89 E Mill Avenue,"Porterville, CA",CA,93257,(559) 853-6222,200,5:30am - 10:00am; 10:30am - 2:00pm,5:30am - 10:00am; 10:30am - 1:30pm,6:00am - 9:00am,6:00am - 9:00am,Brooke Porter,"Kyle Moore, M.D.",36.0687835434244,-119.014591363726,Tulare County
174,-119.286171,34.2784980000001,175,Western Pacific Med-Corp., 56-08 ,,323M,955 East Thompson Boulevard,Ventura,CA,93001,(805) 641-9100,450,4:30am - 1:30pm,4:30am - 12:30pm,6:00am - 9:00am,6:00am - 9:00am,Ruben Ortiz,"Richard Park, M.D.",34.2783155259679,-119.286167395782,Ventura County
175,-119.066472,34.3522170000001,176,"Aegis Treatment Centers, LLC", 56-11 ,,298M,625 E Main Street,Santa Paula,CA,93060,(805) 525-4669,200,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm ,6:00am - 9:00am; Closed Sunday,6:00am - 9:00am; Closed Sunday,Tamara Lemalu,"Shane Joseph, M.D.",34.352217,-119.066472,Ventura County
176,-119.0146005,36.0686610000001,177,"BAART Behavioral Health Services, Inc.", 54-03D ,BAART Programs Porterville,388M,89 E Mill Avenue,Porterville,CA,93257,(559) 853-6222,25,6:00am - 1:30pm,6:00am-10am; 11:00am-1:30pm; Th 6:00-10:00am,6:00am - 9:00am,6:00am - 9:00am,Brooke Porter,"Kyle Moore, M.D.",36.0687835434244,-119.014591363726,Tulare County
177,-118.7860545,34.2705240000001,178,"Aegis Treatment Centers, LLC", 56-10 ,,236M,"660 East Los Angeles Avenue, Suite B2",Simi Valley,CA,93065,(805) 522-1844,305,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm ,5:00am - 9:00am; Closed Sunday,5:00am - 9:00am; Closed Sunday,Chelsea Pappas,"Brian Harris, M.D.",34.270524,-118.7860545,Ventura County
178,-121.5778365,38.5706880000001,179,"C.O.R.E. Medical Clinic, Inc.", 57-01 ,,398M,3990 Industrial Boulevard,West Sacramento,CA,95691,(916) 796-0020,200,6:00am - 2:30pm,6:15am - 1:30pm,7:00am - 10:00am,7:15am - 10:00am,"Garrett Stenson, MSW","Christine Bell, M.D.",38.5702409092847,-121.577824765336,Yolo County
179,-119.224638,34.2770850000001,180,"Aegis Treatment Centers, LLC", 56-12 ,,386M,5225 Telegraph Road,Ventura,CA,93003,(805) 765-6495,285,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm ,6:00am - 9:00am; Closed Sunday,6:00am - 9:00am; Closed Sunday,Anne Calica,"Shane Joseph, M.D.",34.277085,-119.224638,Ventura County
180,-119.1777075,34.179588,181,"Aegis Treatment Centers, LLC", 56-09 ,,174M,"2055 Saviers Road, Suites 9, 10, 11,& 12 & 2045 Saviers Road",Oxnard,CA,93033,(805) 483-2253,625,5:00am - 3:00pm,5:00am - 2:00pm,5:00am - 9:00am; Closed Sunday,5:00am - 9:00am; Closed Sunday,Maria Meza,"Brian Harris, M.D.",34.179588,-119.1777075,Ventura County
