Column,facility_name,facility_type,facility_clean,address,city,county,state,zip,capacity,latitude,longitude,phone_number,other_details,full_address
592,"Conquer Recovery Centers, Inc.",RES-DETOX,RES-DETOX,1324 Keniston Avenue,LOS ANGELES,LOS ANGELES,CA,90019,6,34.05046585,-118.3388418,(323) 452-0071 ,Co-Ed,"1324 Keniston Avenue, LOS ANGELES, LOS ANGELES COUNTY, CA, 90019"
593,Royal Recovery And Treatment Center Inc.,RES-DETOX,RES-DETOX,19316 Vista Grande Way,PORTER RANCH,LOS ANGELES,CA,91326,6,34.28910552,-118.5537735,(747) 271-4886 ,Co-Ed,"19316 Vista Grande Way, PORTER RANCH, LOS ANGELES COUNTY, CA, 91326"
594,The Heavenly Center Llc,NON,NON,12532 Ventura Blvd.,STUDIO CITY,LOS ANGELES,CA,91604,0,34.14285302,-118.4064434,(818) 358-3724 ,Co-Ed,"12532 Ventura Blvd., STUDIO CITY, LOS ANGELES COUNTY, CA, 91604"
595,Magnified Health Systems West Llc,NON-DETOX,NON-DETOX,15720 Ventura Blvd.,ENCINO,LOS ANGELES,CA,91436,0,34.155045,-118.475622,(818) 646-0241 ,Co-Ed,"15720 Ventura Blvd., ENCINO, LOS ANGELES COUNTY, CA, 91436"
596,Magnified Health Systems West Llc,RES-DETOX,RES-DETOX,9024 Harratt Street,WEST HOLLYWOOD,LOS ANGELES,CA,90069,12,34.08947111,-118.3885711,(424) 279-9183 ,Co-Ed,"9024 Harratt Street, WEST HOLLYWOOD, LOS ANGELES COUNTY, CA, 90069"
597,Magnified Health Systems West Llc,RES-DETOX,RES-DETOX,826 N. Mariposa Avenue,LOS ANGELES,LOS ANGELES,CA,90029,18,34.08558219,-118.2990415,(323) 356-8129 ,Co-Ed,"826 N. Mariposa Avenue, LOS ANGELES, LOS ANGELES COUNTY, CA, 90029"
598,Foy Wellness And Recovery Llc,NON,NON,30125 Agoura Road,AGOURA HILLS,LOS ANGELES,CA,91301,0,34.14510356,-118.7789533,(805) 558-0839 ,Co-Ed,"30125 Agoura Road, AGOURA HILLS, LOS ANGELES COUNTY, CA, 91301"
599,Lion Recovery,RES-DETOX,RES-DETOX,14945 Bassett Street,VAN NUYS,LOS ANGELES,CA,91405,6,34.1962015,-118.459089,(818) 276-5436 ,Co-Ed,"14945 Bassett Street, VAN NUYS, LOS ANGELES COUNTY, CA, 91405"
600,Cmj Recovery Ca Llc,RES-DETOX,RES-DETOX,4960 Vanalden Avenue,TARZANA,LOS ANGELES,CA,91356,6,34.15986475,-118.5520181,(818) 916-8116 ,Co-Ed,"4960 Vanalden Avenue, TARZANA, LOS ANGELES COUNTY, CA, 91356"
601,The Right Time Recovery Center Inc.,RES-DETOX,RES-DETOX,2808 East Cortez Street,WEST COVINA,LOS ANGELES,CA,91791,6,34.06480798,-117.885462,(909) 658-4181 ,Co-Ed,"2808 East Cortez Street, WEST COVINA, LOS ANGELES COUNTY, CA, 91791"
602,One Touch Of Christ Evangelistic Ministries,NON,NON,350 Vinton Avenue,POMONA,LOS ANGELES,CA,91767,0,34.07939335,-117.7467554,(612) 328-4819 ,Co-Ed,"350 Vinton Avenue, POMONA, LOS ANGELES COUNTY, CA, 91767"
603,Eagle Recovery,RES-DETOX,RES-DETOX,6701 Cantaloupe Avenue,VAN NUYS,LOS ANGELES,CA,91405,6,34.19226808,-118.4345512,(747) 264-0659 ,Co-Ed,"6701 Cantaloupe Avenue, VAN NUYS, LOS ANGELES COUNTY, CA, 91405"
604,Northridge Addiction Treatment Center Llc,RES-DETOX,RES-DETOX,9450 Tampa Ave,NORTHRIDGE,LOS ANGELES,CA,91324,6,34.24218898,-118.5533401,(818) 527-1294 ,Dual Diagnosis,"9450 Tampa Ave, NORTHRIDGE, LOS ANGELES COUNTY, CA, 91324"
605,Tarzana Recovery Center,RES-DETOX,RES-DETOX,5371 Vanaldan Ave,TARZANA,LOS ANGELES,CA,91356,6,34.16880726,-118.5501042,(818) 514-6514 ,Co-Ed,"5371 Vanaldan Ave, TARZANA, LOS ANGELES COUNTY, CA, 91356"
606,"Recovery Zone, Inc.",NON-DETOX,NON-DETOX,1480 Colorado Blvd.,LOS ANGELES,LOS ANGELES,CA,90041,0,34.13924941,-118.1973329,(323) 999-9291 ,Co-Ed,"1480 Colorado Blvd., LOS ANGELES, LOS ANGELES COUNTY, CA, 90041"
607,Believe Detox Center Inc,RES-DETOX,RES-DETOX,17354 Tribune St,GRANADA HILLS,LOS ANGELES,CA,91344,6,34.26724343,-118.5129532,(818) 454-2189 ,Co-Ed,"17354 Tribune St, GRANADA HILLS, LOS ANGELES COUNTY, CA, 91344"
608,Pathways I Sober Living Inc,RES-DETOX,RES-DETOX,1033 N. Soldano Ave,AZUSA,LOS ANGELES,CA,91702,10,34.14020182,-117.9036698,(626) 373-6006 ,Co-Ed,"1033 N. Soldano Ave, AZUSA, LOS ANGELES COUNTY, CA, 91702"
609,"Hills Rehab, Llc",RES-DETOX,RES-DETOX,8207 Mulholland Avenue,LOS ANGELES,LOS ANGELES,CA,90046,21,34.12237065,-118.3772036,(800) 724-8207 ,Co-Ed,"8207 Mulholland Avenue, LOS ANGELES, LOS ANGELES COUNTY, CA, 90046"
610,"Heredia Family Therapy, Inc.",NON,NON,10800 Paramount Boulevard,DOWNEY,LOS ANGELES,CA,90241,0,33.945903,-118.1351925,(562) 821-1491 ,Co-Ed,"10800 Paramount Boulevard, DOWNEY, LOS ANGELES COUNTY, CA, 90241"
611,"Oak Forest Recovery Center, Inc.",NON,NON,5655 Lindero Canyon Road,WESTLAKE VILLAGE,LOS ANGELES,CA,91362,0,34.15322235,-118.7996574,(850) 390-6647 ,Dual Diagnosis,"5655 Lindero Canyon Road, WESTLAKE VILLAGE, LOS ANGELES COUNTY, CA, 91362"
612,Invicta Therapy,NON-DETOX,NON-DETOX,"2235 N Lake Ave,",ALTADENA,LOS ANGELES,CA,91001,0,34.183872,-118.131813,(626) 786-4864 ,Co-Ed,"2235 N Lake Ave,, ALTADENA, LOS ANGELES COUNTY, CA, 91001"
613,Virtues Behavioral Health Llc,NON,NON,11340 West Olympic Boulevard,LOS ANGELES,LOS ANGELES,CA,90064,0,34.037289,-118.441701,(954) 235-0558 ,Co-Ed,"11340 West Olympic Boulevard, LOS ANGELES, LOS ANGELES COUNTY, CA, 90064"
614,"Akua Behavioral Health, Inc.",NON-DETOX,NON-DETOX,5355 E. Carson St,LONG BEACH,LOS ANGELES,CA,90808,0,33.83237746,-118.127394,(949) 777-2283 ,Co-Ed,"5355 E. Carson St, LONG BEACH, LOS ANGELES COUNTY, CA, 90808"
615,"Heredia Family Therapy, Inc.",NON,NON,13200 Crossroads Parkway,CITY OF INDUSTRY,LOS ANGELES,CA,91746,0,34.03039103,-118.0130045,(562) 821-1491 ,Co-Ed,"13200 Crossroads Parkway, CITY OF INDUSTRY, LOS ANGELES COUNTY, CA, 91746"
616,La Valley Recovery,RES-DETOX,RES-DETOX,7744 Mary Ellen Ave,NORTH HOLLYWOOD,LOS ANGELES,CA,91605,6,34.21119351,-118.4190998,(818) 900-0858 ,Dual Diagnosis,"7744 Mary Ellen Ave, NORTH HOLLYWOOD, LOS ANGELES COUNTY, CA, 91605"
617,Vanity Wellness Center Incorporated,NON-DETOX,NON-DETOX,19935 Ventura Blvd,WOODLAND HILLS,LOS ANGELES,CA,91364,0,34.17216641,-118.5670416,(818) 602-5896 ,Co-Ed,"19935 Ventura Blvd, WOODLAND HILLS, LOS ANGELES COUNTY, CA, 91364"
618,Triple S Behavioral Health Llc,RES-DETOX,RES-DETOX,22714 Sylvan St,WOODLAND HILLS,LOS ANGELES,CA,91367,6,34.18459053,-118.6216515,(818) 770-1839 ,Dual Diagnosis,"22714 Sylvan St, WOODLAND HILLS, LOS ANGELES COUNTY, CA, 91367"
619,"Valley Horizons, Llc.",RES-DETOX,RES-DETOX,1936 Hazel Nut Court,AGOURA HILLS,LOS ANGELES,CA,91301,6,34.10752182,-118.7894746,(818) 575-7096 ,Co-Ed,"1936 Hazel Nut Court, AGOURA HILLS, LOS ANGELES COUNTY, CA, 91301"
620,22703 Sylvan Street Detox Llc,RES-DETOX,RES-DETOX,22703 Sylvan Street,WOODLAND HILLS,LOS ANGELES,CA,91367,6,34.185006,-118.621413,(818) 805-3274 ,Co-Ed,"22703 Sylvan Street, WOODLAND HILLS, LOS ANGELES COUNTY, CA, 91367"
621,Oasis Tarzana Llc,RES-DETOX,RES-DETOX,4755 Vanalden Ave.,TARZANA,LOS ANGELES,CA,91356,6,34.15674844,-118.5529853,(310) 920-9080 ,Dual Diagnosis,"4755 Vanalden Ave., TARZANA, LOS ANGELES COUNTY, CA, 91356"
622,Empower Recovery Center Llc,NON-DETOX,NON-DETOX,10554 Riverside Dr,TOLUCA LAKE,LOS ANGELES,CA,91602,0,34.15216654,-118.360647,(949) 365-5700 ,Dual Diagnosis,"10554 Riverside Dr, TOLUCA LAKE, LOS ANGELES COUNTY, CA, 91602"
623,California Centers For Recovery Inc,RES-DETOX,RES-DETOX,341 S Meadows Ave,MANHATTAN BEACH,LOS ANGELES,CA,90266,6,33.87724971,-118.3917403,(561) 427-9525 ,Co-Ed,"341 S Meadows Ave, MANHATTAN BEACH, LOS ANGELES COUNTY, CA, 90266"
624,"Monroe Operations, Llc",NON,NON,2001 Wilshire Blvd,SANTA MONICA ,LOS ANGELES,CA,90403,0,34.031961,-118.4833035,(714) 393-3523 ,Youth/Adolescent,"2001 Wilshire Blvd, SANTA MONICA , LOS ANGELES COUNTY, CA, 90403"
625,Jj Sle,NON,NON,9907 Canoga Ave.,CHATSWORTH,LOS ANGELES,CA,91311,0,34.25036258,-118.5973655,(818) 726-8238 ,Dual Diagnosis,"9907 Canoga Ave., CHATSWORTH, LOS ANGELES COUNTY, CA, 91311"
626,Avm Group Llc,NON,NON,11696 Ventura Blvd,STUDIO CITY,LOS ANGELES,CA,91604,0,34.14124619,-118.3876776,(310) 254-7523 ,Dual Diagnosis,"11696 Ventura Blvd, STUDIO CITY, LOS ANGELES COUNTY, CA, 91604"
627,Elysium Outpatient,NON,NON,10340 Santa Monica Blvd,LOS ANGELES,LOS ANGELES,CA,90025,0,34.05816528,-118.4226301,(844) 462-8571 ,Co-Ed,"10340 Santa Monica Blvd, LOS ANGELES, LOS ANGELES COUNTY, CA, 90025"
628,Victory Recovery Center Llc,NON,NON,23236 Lyons Avenue,NEWHALL,LOS ANGELES,CA,91321,0,34.37979315,-118.5390663,(661) 212-2494 ,Dual Diagnosis,"23236 Lyons Avenue, NEWHALL, LOS ANGELES COUNTY, CA, 91321"
629,Hifi Recovery Corps Llc,RES-DETOX,RES-DETOX,443 N Mountain View Ave,LOS ANGELES,LOS ANGELES,CA,90026,6,34.07110701,-118.266427,(562) 346-4835 ,Dual Diagnosis,"443 N Mountain View Ave, LOS ANGELES, LOS ANGELES COUNTY, CA, 90026"
630,1741 Hauser Blvd Detox Llc,RES-DETOX,RES-DETOX,1741 Hauser Boulevard,LOS ANGELES,LOS ANGELES,CA,90019,18,34.04271123,-118.3591006,(954) 533-7992 ,Dual Diagnosis,"1741 Hauser Boulevard, LOS ANGELES, LOS ANGELES COUNTY, CA, 90019"
631,Destiny Treatment Center,NON,NON,5230 Clark Ave,LAKEWOOD,LOS ANGELES,CA,90712,0,33.853014,-118.1337605,(424) 342-1403 ,Co-Ed,"5230 Clark Ave, LAKEWOOD, LOS ANGELES COUNTY, CA, 90712"
632,"Life Landscaping, Inc.",NON,NON,1212 N Vermont Ave,LOS ANGELES,LOS ANGELES,CA,90029,0,34.093944,-118.2917325,(800) 530-3100 ,Dual Diagnosis,"1212 N Vermont Ave, LOS ANGELES, LOS ANGELES COUNTY, CA, 90029"
633,"Bloome, Inc.",NON,NON,5900 Sepulveda Blvd.,SHERMAN OAKS,LOS ANGELES,CA,91411,0,34.177545,-118.465452,(818) 457-6305 ,Dual Diagnosis,"5900 Sepulveda Blvd., SHERMAN OAKS, LOS ANGELES COUNTY, CA, 91411"
634,Hillcrest Recovery Inc.,RES-DETOX,RES-DETOX,6221 Holly Mont Drive,LOS ANGELES,LOS ANGELES,CA,90068-3307,6,34.10863846,-118.324206,(323) 798-4475 ,Co-Ed,"6221 Holly Mont Drive, LOS ANGELES, LOS ANGELES COUNTY, CA, 90068-3307"
635,"Clean Treatment Center, Inc.",NON-DETOX,NON-DETOX,31240 La Baya Drive,WESTLAKE VILLAGE,LOS ANGELES,CA,91362,0,34.1561669,-118.8039162,(213) 700-6050 ,Dual Diagnosis,"31240 La Baya Drive, WESTLAKE VILLAGE, LOS ANGELES COUNTY, CA, 91362"
636,"Vivid Recovery, Llc",RES-DETOX,RES-DETOX,1634 Benedict Canyon Drive,BEVERLY HILLS,LOS ANGELES,CA,90210,6,34.10056523,-118.4355649,(866) 890-9573 ,Co-Ed,"1634 Benedict Canyon Drive, BEVERLY HILLS, LOS ANGELES COUNTY, CA, 90210"
637,"Ascentions Treatment Center, Llc",NON,NON,24151 Ventura Boulevard,CALABASAS,LOS ANGELES,CA,91302,0,34.153497,-118.657152,(805) 372-2280 ,Co-Ed,"24151 Ventura Boulevard, CALABASAS, LOS ANGELES COUNTY, CA, 91302"
638,Elevations Substance Abuse Facility Llc,RES-DETOX,RES-DETOX,3540 Pansy Dr,CALABASAS,LOS ANGELES,CA,91302,6,34.13194334,-118.6473973,(818) 914-3625 ,Dual Diagnosis,"3540 Pansy Dr, CALABASAS, LOS ANGELES COUNTY, CA, 91302"
639,Eternal Purpose Recovery Center Llc,RES-DETOX,RES-DETOX,5835 Topeka Dr,TARZANA,LOS ANGELES,CA,91356,6,34.176654,-118.546166,(818) 578-8347 ,Co-Ed,"5835 Topeka Dr, TARZANA, LOS ANGELES COUNTY, CA, 91356"
640,"Til, Lp",RES-DETOX,RES-DETOX,"2639 W. Avenue K, ",LANCASTER,LOS ANGELES,CA,93536,6,34.67499316,-118.1781123,(661) 579-9805 ,Co-Ed,"2639 W. Avenue K, , LANCASTER, LOS ANGELES COUNTY, CA, 93536"
641,Shadow Hills Recovery Inc,RES-DETOX,RES-DETOX,10941 Meseta Drive,SUNLAND,LOS ANGELES,CA,91040-1376,6,34.25425579,-118.3682993,(818) 876-2555 ,Co-Ed,"10941 Meseta Drive, SUNLAND, LOS ANGELES COUNTY, CA, 91040-1376"
642,American Institute Of Addiction Llc,RES-DETOX,RES-DETOX,12400 Magnolia Blvd,VALLEY VILLAGE,LOS ANGELES,CA,91607,6,34.16484854,-118.4031225,(818) 232-7220 ,Dual Diagnosis,"12400 Magnolia Blvd, VALLEY VILLAGE, LOS ANGELES COUNTY, CA, 91607"
643,Magnolia Recovery Llc,RES-DETOX,RES-DETOX,12406 Magnolia Blvd,VALLEY VILLAGE,LOS ANGELES,CA,91607,6,34.16485352,-118.4033475,(818) 796-4311 ,Dual Diagnosis,"12406 Magnolia Blvd, VALLEY VILLAGE, LOS ANGELES COUNTY, CA, 91607"
644,Joser Forever Llc,NON,NON,1436 South La Cienega Blvd,LOS ANGELES,LOS ANGELES,CA,90035-3761,0,34.052157,-118.3757895,(510) 283-7842 ,Co-Ed,"1436 South La Cienega Blvd, LOS ANGELES, LOS ANGELES COUNTY, CA, 90035-3761"
645,Detour Behavioral Health Inc.,NON,NON,2542 East Florence Avenue,HUNTINGTON PARK,LOS ANGELES,CA,90255,0,33.97431048,-118.2264668,(323) 372-1281 ,Dual Diagnosis,"2542 East Florence Avenue, HUNTINGTON PARK, LOS ANGELES COUNTY, CA, 90255"
646,"New Life, Inc",RES-DETOX,RES-DETOX,3787 Prestwick Drive,LOS ANGELES,LOS ANGELES,CA,90027-1321,6,34.11914772,-118.2797484,(866) 589-3338 ,Dual Diagnosis,"3787 Prestwick Drive, LOS ANGELES, LOS ANGELES COUNTY, CA, 90027-1321"
647,Ari Recovery Llc,RES-DETOX,RES-DETOX,7226 Dos Rios Drive,TUJUNGA,LOS ANGELES,CA,91042,6,34.26902801,-118.289921,(818) 521-0602 ,Dual Diagnosis,"7226 Dos Rios Drive, TUJUNGA, LOS ANGELES COUNTY, CA, 91042"
648,Los Angeles Detox Llc,RES-DETOX,RES-DETOX,5537 Sylvia Ave,TARZANA,LOS ANGELES,CA,91356,6,34.171929,-118.552379,(310) 795-0542 ,Dual Diagnosis,"5537 Sylvia Ave, TARZANA, LOS ANGELES COUNTY, CA, 91356"
649,Ari Recovery Llc,RES-DETOX,RES-DETOX,1411 N. Avon Street,BURBANK,LOS ANGELES,CA,91505,6,34.17598072,-118.3482454,(818) 521-0602 ,Dual Diagnosis,"1411 N. Avon Street, BURBANK, LOS ANGELES COUNTY, CA, 91505"
650,Maple Moon Llc,RES-DETOX,RES-DETOX,20400 Hemmingway Street,WINNETKA,LOS ANGELES,CA,91306,6,34.21388106,-118.5769651,,Co-Ed,"20400 Hemmingway Street, WINNETKA, LOS ANGELES COUNTY, CA, 91306"
651,"Bni Treatment Centers, Llc",NON,NON,28038 Dorothy Drive,AGOURA HILLS,LOS ANGELES,CA,91301,0,34.14214848,-118.7378205,(310) 691-5005 ,Co-Ed,"28038 Dorothy Drive, AGOURA HILLS, LOS ANGELES COUNTY, CA, 91301"
652,American Riviera Llc,NON,NON,12114 Venice Blvd,LOS ANGELES,LOS ANGELES,CA,90066,0,34.00532492,-118.4303162,(310) 926-8924 ,Co-Ed,"12114 Venice Blvd, LOS ANGELES, LOS ANGELES COUNTY, CA, 90066"
653,"Aspire Counseling Services - Santa Clarita, Inc.",NON,NON,28118 Bouquet Canyon Road,SANTA CLARITA,LOS ANGELES,CA,91350,0,34.45168836,-118.4968958,(661) 296-4444 ,Co-Ed,"28118 Bouquet Canyon Road, SANTA CLARITA, LOS ANGELES COUNTY, CA, 91350"
654,"Monroe Operations, Llc",NON,NON,1104 Lincoln Avenue,SAN RAFAEL,MARIN,CA,94901,0,37.97363033,-122.5235478,(415) 299-4185 ,Families,"1104 Lincoln Avenue, SAN RAFAEL, MARIN COUNTY, CA, 94901"
655,"Center Point, Inc.",RES-DETOX,RES-DETOX,603 D Street,SAN RAFAEL,MARIN,CA,94901,40,37.97031487,-122.5325358,(415) 454-9444 ,Co-Ed,"603 D Street, SAN RAFAEL, MARIN COUNTY, CA, 94901"
656,"Monroe Operations, Llc",DSS,DSS,16 Meadow View Way,SAN GERONIMO,MARIN,CA,94963,0,38.01111349,-122.6544779,(415) 531-7748 ,Youth/Adolescent,"16 Meadow View Way, SAN GERONIMO, MARIN COUNTY, CA, 94963"
657,"Center Point, Inc.",RES-DETOX,RES-DETOX,1477-1483 Lincoln Avenue,SAN RAFAEL,MARIN,CA,94901,22,37.98066962,-122.5226591,(415) 454-9444 ,Women/Children,"1477-1483 Lincoln Avenue, SAN RAFAEL, MARIN COUNTY, CA, 94901"
658,"Center Point, Inc.",NON,NON,1601 Second Street,SAN RAFAEL,MARIN,CA,94901,0,37.97208,-122.53635,(415) 456-6655 ,Co-Ed,"1601 Second Street, SAN RAFAEL, MARIN COUNTY, CA, 94901"
659,"Monroe Operations, Llc",DSS,DSS,1605 Lucas Valley Road,SAN RAFAEL,MARIN,CA,94903,0,38.029077,-122.5810845,(415) 531-7748 ,Youth/Adolescent,"1605 Lucas Valley Road, SAN RAFAEL, MARIN COUNTY, CA, 94903"
660,Ritter Center,NON,NON,12 Ritter Street,SAN RAFAEL,MARIN,CA,94901,0,37.97157088,-122.5252022,(415) 457-8182 ,Co-Ed,"12 Ritter Street, SAN RAFAEL, MARIN COUNTY, CA, 94901"
661,"Bay Area Community Resources, Inc.",NON,NON,171 Carlos Drive,SAN RAFAEL,MARIN,CA,94903,0,38.01757397,-122.5347337,(415) 444-5580 ,Co-Ed,"171 Carlos Drive, SAN RAFAEL, MARIN COUNTY, CA, 94903"
662,"Bay Area Community Resources, Inc.",NON,NON,13 Peter Behr Drive,SAN RAFAEL,MARIN,CA,94903,0,37.999521,-122.5324755,(415) 755-2328 ,Men Only,"13 Peter Behr Drive, SAN RAFAEL, MARIN COUNTY, CA, 94903"
663,Lvrc Inc,RES-DETOX,RES-DETOX,10620 Elizabeth Lake Road,LEONA VALLEY,LOS ANGELES,CA,93551-7012,6,34.62808958,-118.3183509,(661) 270-1023 ,Co-Ed,"10620 Elizabeth Lake Road, LEONA VALLEY, LOS ANGELES COUNTY, CA, 93551-7012"
664,"Bayside Marin, Inc.",RES-DETOX,RES-DETOX,157 Bayview Drive,SAN RAFAEL,MARIN,CA,94901,30,37.97842184,-122.4808221,(415) 721-2000 ,Co-Ed,"157 Bayview Drive, SAN RAFAEL, MARIN COUNTY, CA, 94901"
665,"Bayside Marin, Inc.",NON,NON,718 4Th Street,SAN RAFAEL,MARIN,CA,94901,0,37.97259204,-122.5233279,(415) 721-2000 ,Dual Diagnosis,"718 4Th Street, SAN RAFAEL, MARIN COUNTY, CA, 94901"
666,Marin Services For Men,NON,NON,710 C Street,SAN RAFAEL,MARIN,CA,94901,0,37.97082626,-122.5311096,(415) 485-6736 ,Men Only,"710 C Street, SAN RAFAEL, MARIN COUNTY, CA, 94901"
667,Serenity Knolls,RES-DETOX,RES-DETOX,145 Tamal Road,FOREST KNOLLS,MARIN,CA,94933,36,38.018133,-122.693031,(415) 488-0400 ,Co-Ed,"145 Tamal Road, FOREST KNOLLS, MARIN COUNTY, CA, 94933"
668,"Living At Reflections, Llc",RES-DETOX,RES-DETOX,1191 Simmons Lane,NOVATO,MARIN,CA,94945,6,38.12094,-122.586165,(415) 895-6146 ,Co-Ed,"1191 Simmons Lane, NOVATO, MARIN COUNTY, CA, 94945"
669,"Living At Reflections, Llc",RES-DETOX,RES-DETOX,10 Lockton Lane,NOVATO,MARIN,CA,94945,6,38.11293534,-122.5173356,(415) 895-6394 ,Co-Ed,"10 Lockton Lane, NOVATO, MARIN COUNTY, CA, 94945"
670,"Alta Mira Recovery Centers, Llc",RES-DETOX,RES-DETOX,125 Bulkley Avenue,SAUSALITO,MARIN,CA,94965,6,37.855773,-122.481612,(415) 332-1350 ,Co-Ed,"125 Bulkley Avenue, SAUSALITO, MARIN COUNTY, CA, 94965"
671,"Alta Mira Recovery Centers, Llc",RES,RES,135 Bulkley Avenue,SAUSALITO,MARIN,CA,94965,6,37.85626103,-122.4812275,(415) 332-1350 ,Co-Ed,"135 Bulkley Avenue, SAUSALITO, MARIN COUNTY, CA, 94965"
672,"Alta Mira Recovery Centers, Llc",RES,RES,110 Harrison Avenue,SAUSALITO,MARIN,CA,94965,6,37.85517292,-122.4817856,(415) 332-1350 ,Men Only,"110 Harrison Avenue, SAUSALITO, MARIN COUNTY, CA, 94965"
673,Buckelew Programs,RES-DETOX,RES-DETOX,291 Smith Ranch Road,SAN RAFAEL,MARIN,CA,94903,30,38.02230066,-122.5240872,(415) 492-0818 ,Co-Ed,"291 Smith Ranch Road, SAN RAFAEL, MARIN COUNTY, CA, 94903"
674,"Alta Mira Recovery Centers, Llc",RES,RES,126 Harrison Avenue,SAUSALITO,MARIN,CA,94965,6,37.85547703,-122.4818756,(415) 332-1350 ,Women Only,"126 Harrison Avenue, SAUSALITO, MARIN COUNTY, CA, 94965"
675,"Alta Mira Recovery Centers, Llc",RES,RES,25 Santa Rosa,SAUSALITO,MARIN,CA,94965,6,37.85620369,-122.4818117,(415) 332-1350 ,Women Only,"25 Santa Rosa, SAUSALITO, MARIN COUNTY, CA, 94965"
676,Marin Treatment Center,NON,NON,1466 Lincoln Avenue,SAN RAFAEL,MARIN,CA,94901,0,37.97998229,-122.5220768,(415) 457-3755 ,Co-Ed,"1466 Lincoln Avenue, SAN RAFAEL, MARIN COUNTY, CA, 94901"
677,"Avery Lane, Llc",RES-DETOX,RES-DETOX,685 Atherton Avenue,NOVATO,MARIN,CA,94945,9,38.11746684,-122.5475647,(415) 895-5360 ,Women Only,"685 Atherton Avenue, NOVATO, MARIN COUNTY, CA, 94945"
678,"Avery Lane, Llc",NON-DETOX,NON-DETOX,505 San Marin Drive,NOVATO,MARIN,CA,94945,0,38.122173,-122.58387,(415) 895-5360 ,Women Only,"505 San Marin Drive, NOVATO, MARIN COUNTY, CA, 94945"
679,Golden Gate Recovery Llc,NON,NON,505 San Marin Drive,NOVATO,MARIN,CA,94945,0,38.122173,-122.58387,(650) 773-1775 ,Men Only,"505 San Marin Drive, NOVATO, MARIN COUNTY, CA, 94945"
680,Ford Street Project,RES-DETOX,RES-DETOX,201 Brush Street,UKIAH,MENDOCINO,CA,95482,40,39.15920511,-123.2057318,(707) 462-6290 ,Co-Ed,"201 Brush Street, UKIAH, MENDOCINO COUNTY, CA, 95482"
681,County Of Mariposa,NON,NON,5362 Lemee Lane,MARIPOSA,MARIPOSA,CA,95338,0,37.4962418,-119.9773659,(209) 966-2000 ,Co-Ed,"5362 Lemee Lane, MARIPOSA, MARIPOSA COUNTY, CA, 95338"
682,"Avery Lane, Llc",RES-DETOX,RES-DETOX,133 Maestro Road,NOVATO,MARIN,CA,94947,6,38.09397276,-122.606655,(415) 895-5360 ,Women Only,"133 Maestro Road, NOVATO, MARIN COUNTY, CA, 94947"
683,Mendocino County Health And Human Services Agency,NON,NON,1120 South Dora Street,UKIAH,MENDOCINO,CA,95482,0,39.1362748,-123.2096722,(707) 472-2637 ,Co-Ed,"1120 South Dora Street, UKIAH, MENDOCINO COUNTY, CA, 95482"
684,Mendocino County Health And Human Services Agency,NON,NON,790 South Franklin Street,FORT BRAGG,MENDOCINO,CA,95437,0,39.43101976,-123.8044248,(707) 961-2665 ,Co-Ed,"790 South Franklin Street, FORT BRAGG, MENDOCINO COUNTY, CA, 95437"
685,Heartwood House Llc,RES-DETOX,RES-DETOX,8 Circle Road,SAN RAFAEL,MARIN,CA,94903,6,37.99217809,-122.5387835,(415) 419-8816 ,Co-Ed,"8 Circle Road, SAN RAFAEL, MARIN COUNTY, CA, 94903"
686,Ford Street Project,NON,NON,139 Ford Street,UKIAH,MENDOCINO,CA,95482,0,39.15678058,-123.206019,(707) 462-1934 ,Co-Ed,"139 Ford Street, UKIAH, MENDOCINO COUNTY, CA, 95482"
687,Mendocino County Health And Human Services Agency,NON,NON,474 E. Valley Street,WILLITS,MENDOCINO,CA,95490,0,39.40958862,-123.3457746,(707) 472-2637 ,Co-Ed,"474 E. Valley Street, WILLITS, MENDOCINO COUNTY, CA, 95490"
688,"Community/Social Model Advocates, Inc.",RES,RES,508 Mendocino Court,ATWATER,MERCED,CA,95301,42,37.35037287,-120.591308,(209) 357-5261 ,Women/Children,"508 Mendocino Court, ATWATER, MERCED COUNTY, CA, 95301"
689,"Community/Social Model Advocates, Inc.",RES,RES,1299 Yosemite Parkway,MERCED,MERCED,CA,95340,25,37.295514,-120.460041,(209) 722-6335 ,Men Only,"1299 Yosemite Parkway, MERCED, MERCED COUNTY, CA, 95340"
690,Door To Hope,RES,RES,165 Clay Street,SALINAS,MONTEREY,CA,93901,14,36.669852,-121.659138,(831) 422-6226 ,Women Only,"165 Clay Street, SALINAS, MONTEREY COUNTY, CA, 93901"
691,Merced County Department Of Mental Health  Alcohol And Drug Services,NON,NON,1275 B Street,MERCED,MERCED,CA,95340-0964,0,37.29104036,-120.4711758,(209) 381-6808 ,Youth/Adolescent,"1275 B Street, MERCED, MERCED COUNTY, CA, 95340-0964"
692,"Round Valley Indian Health Center, Inc.",NON,NON,23000 Henderson Road,COVELO,MENDOCINO,CA,95428,0,39.80262872,-123.2669451,(707) 983-6648 ,Co-Ed,"23000 Henderson Road, COVELO, MENDOCINO COUNTY, CA, 95428"
693,County Of Merced  ,NON,NON,301 East 13Th Street,MERCED,MERCED,CA,95341-6211,0,37.29277696,-120.4738408,(209) 381-6852 ,Co-Ed,"301 East 13Th Street, MERCED, MERCED COUNTY, CA, 95341-6211"
